Fluid,Amount,Empty Container,Empty Container Display Name,Empty Container Item,Filled Container,Filled Container Display Name,Filled Container Item
chlorinated rare earth concentrate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11469,氯化稀土浓缩液单元,bartworks:gt.bwMetaGeneratedcell
chlorinated rare earth concentrate,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@11469,氯化稀土浓缩液 Capsule,bartworks:gt.bwMetaGeneratedcapsule
chlorinated rare earth diluted solution,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11471,氯化稀土稀释液单元,bartworks:gt.bwMetaGeneratedcell
chlorinated rare earth diluted solution,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@11471,氯化稀土稀释液 Capsule,bartworks:gt.bwMetaGeneratedcapsule
chlorinated rare earth enriched solution,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11470,氯化稀土富集液单元,bartworks:gt.bwMetaGeneratedcell
chlorinated rare earth enriched solution,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@11470,氯化稀土富集液 Capsule,bartworks:gt.bwMetaGeneratedcapsule
chlorine,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30023,氯单元,gregtech:gt.metaitem.01
chlorobenzene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30605,氯苯单元,gregtech:gt.metaitem.01
chloroform,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30668,氯仿单元,gregtech:gt.metaitem.01
chloromethane,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30664,氯甲烷单元,gregtech:gt.metaitem.01
cloud_seed,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.bucketCloud_seed@0,桶装云之精华,EnderIO:bucketCloud_seed
cloud_seed_concentrated,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.bucketCloud_seed_concentrated@0,桶装浓缩云之精华,EnderIO:bucketCloud_seed_concentrated
cobalt.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,粘土桶(烤制),IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@5,粘土桶(熔融钴),IguanaTweaksTConstruct:clayBucketsTinkers
cobalt.molten,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.tconstruct.bucket@5,桶装熔融钴,TConstruct:buckets
combustionpromotor,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.98@14,助燃剂单元,gregtech:gt.metaitem.98
concrete,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.Concrete_bucket@0,桶装混凝土,dreamcraft:dreamcraft_Concrete_bucket
conditioned bastnasite mud,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11104,调制氟碳镧铈泥浆单元,bartworks:gt.bwMetaGeneratedcell
conditioned bastnasite mud,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@11104,调制氟碳镧铈泥浆 Capsule,bartworks:gt.bwMetaGeneratedcapsule
copper.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,粘土桶(烤制),IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@2,粘土桶(熔融铜),IguanaTweaksTConstruct:clayBucketsTinkers
copper.molten,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.tconstruct.bucket@2,桶装熔融铜,TConstruct:buckets
creosote,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30712,杂酚油单元,gregtech:gt.metaitem.01
creosote,8000,1xitem.capsule.void@0,空虚空胶囊,MagicBees:capsule.void,1xitem.capsule.void@16,木榴油虚空胶囊,MagicBees:capsule.void
creosote,1000,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.railcraft.fluid.creosote.bottle@0,杂酚油瓶,Railcraft:fluid.creosote.bottle
creosote,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.railcraft.fluid.creosote.bucket@0,杂酚油桶,Railcraft:fluid.creosote.bucket
creosote,2000,1xitem.capsule.magic@0,空魔力胶囊,MagicBees:capsule.magic,1xitem.capsule.magic@16,木榴油魔力胶囊,MagicBees:capsule.magic
creosote,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.railcraft.fluid.creosote.cell@0,杂酚油单元,Railcraft:fluid.creosote.cell
cryotheum,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.cryotheum@0,极寒之凛冰单元,miscutils:cryotheum
cryotheum,8000,1xitem.capsule.void@0,空虚空胶囊,MagicBees:capsule.void,1xitem.capsule.void@22,极寒之凛冰虚空胶囊,MagicBees:capsule.void
cryotheum,2000,1xitem.capsule.magic@0,空魔力胶囊,MagicBees:capsule.magic,1xitem.capsule.magic@22,极寒之凛冰魔力胶囊,MagicBees:capsule.magic
cryotheum,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.MiscUtils.bucket@2,极寒之凛冰桶,miscutils:bucket
cyclohexane,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.cyclohexane@0,环己烷单元,miscutils:cyclohexane
cyclohexanone,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.cyclohexanone@0,环己酮单元,miscutils:cyclohexanone
cyclopentadiene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10087,环戊二烯单元,bartworks:gt.bwMetaGeneratedcell
cyclopentadiene,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@10087,环戊二烯 Capsule,bartworks:gt.bwMetaGeneratedcapsule
deuterium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30002,氘单元,gregtech:gt.metaitem.01
diaminodiphenylmethanmixture,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30795,二氨基二苯甲烷混合物单元,gregtech:gt.metaitem.01
diaminodiphenylmethanmixture,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedGTEnhancementcapsule@775,二氨基二苯甲烷混合物胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsule
diaminotoluene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11310,二氨基甲苯单元,bartworks:gt.bwMetaGeneratedcell
diaminotoluene,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@11310,二氨基甲苯 Capsule,bartworks:gt.bwMetaGeneratedcapsule
dichlorobenzene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30632,对二氯苯单元,gregtech:gt.metaitem.01
dichlorosilane,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30799,二氯硅烷单元,gregtech:gt.metaitem.01
diethylamine,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10089,二乙胺单元,bartworks:gt.bwMetaGeneratedcell
diethylamine,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@10089,二乙胺 Capsule,bartworks:gt.bwMetaGeneratedcapsule
diluted acetone,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11316,稀释丙酮单元,bartworks:gt.bwMetaGeneratedcell
diluted acetone,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@11316,稀释丙酮 Capsule,bartworks:gt.bwMetaGeneratedcapsule
diluted bastnasite mud,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11105,稀释氟碳镧铈泥浆单元,bartworks:gt.bwMetaGeneratedcell
diluted bastnasite mud,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@11105,稀释氟碳镧铈泥浆 Capsule,bartworks:gt.bwMetaGeneratedcapsule
diluted monazite rare earth mud,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11015,稀释独居石稀土泥浆单元,bartworks:gt.bwMetaGeneratedcell
diluted monazite rare earth mud,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@11015,稀释独居石稀土泥浆 Capsule,bartworks:gt.bwMetaGeneratedcapsule
diluted monazite sulfate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11016,稀释硫酸独居石溶液单元,bartworks:gt.bwMetaGeneratedcell
diluted monazite sulfate,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@11016,稀释硫酸独居石溶液 Capsule,bartworks:gt.bwMetaGeneratedcapsule
diluted samarium rare earth solution,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11463,钐稀土稀释液单元,bartworks:gt.bwMetaGeneratedcell
diluted samarium rare earth solution,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@11463,钐稀土稀释液 Capsule,bartworks:gt.bwMetaGeneratedcapsule
dilutedhydrochloricacid_gt5u,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30606,稀盐酸单元,gregtech:gt.metaitem.01
dilutedhydrochloricacid_gt5u,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedGTEnhancementcapsule@451,稀盐酸胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsule
dilutedsulfuricacid,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30640,稀硫酸单元,gregtech:gt.metaitem.01
dimensionallytranscendentcrudecatalyst,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30748,粗制超维度催化剂单元,gregtech:gt.metaitem.01
dimensionallytranscendentexoticcatalyst,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30745,异星超维度催化剂单元,gregtech:gt.metaitem.01
dimensionallytranscendentprosaiccatalyst,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30747,平凡超维度催化剂单元,gregtech:gt.metaitem.01
dimensionallytranscendentresidue,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30589,超维度残留单元,gregtech:gt.metaitem.01
dimensionallytranscendentresplendentcatalyst,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30746,光辉超维度催化剂单元,gregtech:gt.metaitem.01
dimensionallytranscendentstellarcatalyst,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30130,恒星超维度催化剂单元,gregtech:gt.metaitem.01
dimethylamine,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30656,二甲胺单元,gregtech:gt.metaitem.01
dimethylbenzene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30593,邻二甲苯单元,gregtech:gt.metaitem.01
dimethylbenzene,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedGTEnhancementcapsule@683,邻二甲苯胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsule
dimethyldichlorosilane,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30663,二甲基氯硅烷单元,gregtech:gt.metaitem.01
dimethylterephthalate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30766,对苯二甲酸二甲酯单元,gregtech:gt.metaitem.01
dinitrogentetroxide,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30657,四氧化二氮单元,gregtech:gt.metaitem.01
dinitrotoluene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11309,二硝基甲苯单元,bartworks:gt.bwMetaGeneratedcell
dinitrotoluene,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@11309,二硝基甲苯 Capsule,bartworks:gt.bwMetaGeneratedcapsule
diphenylisophtalate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30598,间苯二甲酸二苯酯单元,gregtech:gt.metaitem.01
diphenylmethanediisocyanatemixture,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30794,二苯基甲烷二异氰酸酯混合物单元,gregtech:gt.metaitem.01
dye.chemical.dyeblack,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32430,喷漆罐(黑色),gregtech:gt.metaitem.01
dye.chemical.dyeblue,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32438,喷漆罐(蓝色),gregtech:gt.metaitem.01
dye.chemical.dyebrown,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32436,喷漆罐(棕色),gregtech:gt.metaitem.01
dye.chemical.dyecyan,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32442,喷漆罐(青色),gregtech:gt.metaitem.01
dye.chemical.dyegray,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32446,喷漆罐(灰色),gregtech:gt.metaitem.01
dye.chemical.dyegreen,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32434,喷漆罐(绿色),gregtech:gt.metaitem.01
dye.chemical.dyelightblue,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32454,喷漆罐(淡蓝),gregtech:gt.metaitem.01
dye.chemical.dyelightgray,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32444,喷漆罐(淡灰),gregtech:gt.metaitem.01
dye.chemical.dyelime,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32450,喷漆罐(黄绿),gregtech:gt.metaitem.01
dye.chemical.dyemagenta,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32456,喷漆罐(品红),gregtech:gt.metaitem.01
dye.chemical.dyeorange,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32458,喷漆罐(橙色),gregtech:gt.metaitem.01
dye.chemical.dyepink,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32448,喷漆罐(粉色),gregtech:gt.metaitem.01
dye.chemical.dyepurple,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32440,喷漆罐(紫色),gregtech:gt.metaitem.01
dye.chemical.dyered,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32432,喷漆罐(红色),gregtech:gt.metaitem.01
dye.chemical.dyewhite,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32460,喷漆罐(白色),gregtech:gt.metaitem.01
dye.chemical.dyeyellow,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32452,喷漆罐(黄色),gregtech:gt.metaitem.01
dysprosium chloride concentrate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11440,氯化镝浓缩液单元,bartworks:gt.bwMetaGeneratedcell
dysprosium chloride concentrate,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@11440,氯化镝浓缩液 Capsule,bartworks:gt.bwMetaGeneratedcapsule
dysprosium extracting nano resin,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11419,镝萃取纳米树脂单元,bartworks:gt.bwMetaGeneratedcell
dysprosium extracting nano resin,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@11419,镝萃取纳米树脂 Capsule,bartworks:gt.bwMetaGeneratedcapsule
electrum.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,粘土桶(烤制),IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@22,粘土桶(熔融琥珀金),IguanaTweaksTConstruct:clayBucketsTinkers
electrum.molten,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.tconstruct.bucket@22,桶装熔融琥珀金,TConstruct:buckets
emerald.liquid,1000,1xitem.iguana.tcon.clayBucketFired@0,粘土桶(烤制),IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@15,粘土桶(熔融绿宝石),IguanaTweaksTConstruct:clayBucketsTinkers
emerald.liquid,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.tconstruct.bucket@15,桶装熔融绿宝石,TConstruct:buckets
ender,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.98@3,液态末影单元,gregtech:gt.metaitem.98
ender,1000,1xitem.iguana.tcon.clayBucketFired@0,粘土桶(烤制),IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@23,粘土桶(液态末影),IguanaTweaksTConstruct:clayBucketsTinkers
ender,8000,1xitem.capsule.void@0,空虚空胶囊,MagicBees:capsule.void,1xitem.capsule.void@20,谐振熔融末影珍珠虚空胶囊,MagicBees:capsule.void
ender,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.tconstruct.bucket@23,桶装熔融末影珍珠,TConstruct:buckets
ender,2000,1xitem.capsule.magic@0,空魔力胶囊,MagicBees:capsule.magic,1xitem.capsule.magic@20,谐振熔融末影珍珠魔力胶囊,MagicBees:capsule.magic
ender,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.MiscUtils.bucket@3,谐振熔融末影珍珠桶,miscutils:bucket
ender_distillation,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.bucketEnder_distillation@0,桶装深渊露水,EnderIO:bucketEnder_distillation
endergoo,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.98@4,末影粘浆单元,gregtech:gt.metaitem.98
endergoo,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.bucketEnderGoo@0,末影粘浆桶,HardcoreEnderExpansion:bucket_ender_goo
enderium.molten,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.tconstruct.bucket@30,桶装熔融末影,TConstruct:buckets
enriched naquadah goo,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10080,富集硅岩粘浆单元,bartworks:gt.bwMetaGeneratedcell
enriched naquadah goo,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@10080,富集硅岩粘浆 Capsule,bartworks:gt.bwMetaGeneratedcapsule
enriched-naquadah-rich solution,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10069,高纯富集硅岩溶液单元,bartworks:gt.bwMetaGeneratedcell
enriched-naquadah-rich solution,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@10069,高纯富集硅岩溶液 Capsule,bartworks:gt.bwMetaGeneratedcapsule
enrichedbacterialsludge,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.98@19,富集菌泥单元,gregtech:gt.metaitem.98
enrichedbacterialsludge,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.EnrichedBacterialSludge_bucket@0,桶装放射性细菌污泥,dreamcraft:dreamcraft_EnrichedBacterialSludge_bucket
enrichednaquadria,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30601,富集超能硅岩单元,gregtech:gt.metaitem.01
enzymessollution,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.98@10,酶溶液单元,gregtech:gt.metaitem.98
erbium chloride concentrate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11442,氯化铒浓缩液单元,bartworks:gt.bwMetaGeneratedcell
erbium chloride concentrate,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@11442,氯化铒浓缩液 Capsule,bartworks:gt.bwMetaGeneratedcapsule
erbium extracting nano resin,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11423,铒萃取纳米树脂单元,bartworks:gt.bwMetaGeneratedcell
erbium extracting nano resin,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@11423,铒萃取纳米树脂 Capsule,bartworks:gt.bwMetaGeneratedcapsule
escherichiakolifluid,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.98@11,大肠杆菌液体单元,gregtech:gt.metaitem.98
ethane,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30642,乙烷单元,gregtech:gt.metaitem.01
ethanol gasoline,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10086,乙醇汽油单元,bartworks:gt.bwMetaGeneratedcell
ethanol gasoline,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@10086,乙醇汽油 Capsule,bartworks:gt.bwMetaGeneratedcapsule
ethenone,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30641,乙烯酮单元,gregtech:gt.metaitem.01
ether,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10029,乙醚单元,bartworks:gt.bwMetaGeneratedcell
ether,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@10029,乙醚 Capsule,bartworks:gt.bwMetaGeneratedcapsule
ethylene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30677,乙烯单元,gregtech:gt.metaitem.01
ethyleneglycol,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30787,乙二醇单元,gregtech:gt.metaitem.01
ethyleneoxide,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30789,环氧乙烷单元,gregtech:gt.metaitem.01
ethyltertbutylether,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30994,抗爆剂单元,gregtech:gt.metaitem.01
ethyltertbutylether,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedGTEnhancementcapsule@692,抗爆剂胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsule
europium chloride concentrate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11437,氯化铕浓缩液单元,bartworks:gt.bwMetaGeneratedcell
europium chloride concentrate,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@11437,氯化铕浓缩液 Capsule,bartworks:gt.bwMetaGeneratedcapsule
europium extracting nano resin,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11413,铕萃取纳米树脂单元,bartworks:gt.bwMetaGeneratedcell
europium extracting nano resin,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@11413,铕萃取纳米树脂 Capsule,bartworks:gt.bwMetaGeneratedcapsule
exciteddtcc,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30109,激发的粗制超维度催化剂单元,gregtech:gt.metaitem.01
exciteddtcc,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedGTEnhancementcapsule@835,激发的粗制超维度催化剂胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsule
exciteddtec,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30126,激发的异星超维度催化剂单元,gregtech:gt.metaitem.01
exciteddtec,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedGTEnhancementcapsule@838,激发的异星超维度催化剂胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsule
